title,summary,overall_sentiment_score,overall_sentiment_label,Date,Time,ticker,relevance_score,ticker_sentiment_score,ticker_sentiment_label
ORCL: 3 Software Stocks to Buy Now and Never Sell,"Since last year, the software industry has faced the brunt of the Fed's aggressive interest rate hikes to quell inflation. However, industry participants like Oracle Corporation ( ORCL ) , GoDaddy Inc. ( GDDY ) , and Xperi Inc. ( XPER ) should benefit from accelerated demand for digital ...",0.338548,Somewhat-Bullish,2023-03-13,18:00:54,ORCL,0.350183,0.27762,Somewhat-Bullish
"Oracle Likely To Gain Traction In Medium Term Backed By Cloud Momentum, Improving Margins, Analyst Says Post 3Q Results - Oracle  ( NYSE:ORCL ) ","Mizuho analyst Siti Panigrahi reiterates Buy on Oracle Corp ORCL with a $116.00 price target. Oracle's 3Q was driven by substantial cloud revenue ahead of consensus. While on-prem revenue came in slightly below consensus estimates, the company beat on cloud growth, operating margins, and EPS.",0.329394,Somewhat-Bullish,2023-03-13,18:32:18,ORCL,0.739411,0.604137,Bullish
"Oracle, AbbVie And This Gold Fund: CNBC's 'Final Trades' - AbbVie  ( NYSE:ABBV ) , SPDR Gold Trust  ( ARCA:GLD ) ","On CNBC's ""Halftime Report Final Trades,"" Joshua Brown of Ritholtz Wealth Management named Oracle Corporation ORCL as his pick. The computer tech giant closed higher on Monday. Bryn Talkington of Requisite Capital Management named AbbVie Inc. ABBV, adding that healthcare is her sector pick.",0.212001,Somewhat-Bullish,2023-03-14,12:37:36,ORCL,0.769861,0.711911,Bullish
TikTok considering splitting from China's ByteDance if deal with U.S fails: report,"China's TikTok is considering separating from parent ByteDance to help address U.S. concerns about national security risks, Bloomberg News reported on Tuesday.",0.014575,Neutral,2023-03-15,00:33:40,ORCL,0.079921,0.118945,Neutral
TikTok has discussed separating from Chinese parent ByteDance amid US pressure,"A sale or initial public offering could be pursued if the company's current proposal to the US is not approved, people familiar with the matter told Bloomberg.",0.031246,Neutral,2023-03-15,02:29:27,ORCL,0.104683,-0.069877,Neutral
TikTok says US threatens ban if Chinese owners don't sell stakes | The Financial Express,TikTok says US threatens ban if Chinese owners don't sell stakes The Financial Express ...,-0.02682,Neutral,2023-03-16,03:31:38,ORCL,0.058615,0.071126,Neutral
Beijing flashes disapproval amid reports Biden will demand TikTok sale,Beijing flashes displeasure amid reports the Biden administration will demand a change of TikTok ownership for it to continue operating in US.,-0.064811,Neutral,2023-03-16,15:00:10,ORCL,0.067347,0.040067,Neutral
News Exclusive | TikTok CEO's Message to Washington: A Sale Won't Solve Security Concerns,Shou Zi Chew said divesting TikTok from its Chinese owners doesn't offer any more protection than a plan the app has proposed.,0.08992,Neutral,2023-03-16,21:16:00,ORCL,0.388879,0.194792,Somewhat-Bullish
Don't Overlook This Great Dividend-Paying Tech Stock,The software company recently announced a huge increase to its dividend payout.,0.283951,Somewhat-Bullish,2023-03-17,12:31:00,ORCL,0.516073,0.249634,Somewhat-Bullish
"Oracle Stock On 3-Day Upswing, Shows Rising Composite Rating","On Monday, Oracle ( ORCL ) got an upgrade for its IBD SmartSelect Composite Rating from 93 to 97. The upgrade means the stock is now outperforming 97% of all other stocks in terms of key performance metrics and technical strength.",0.323473,Somewhat-Bullish,2023-03-20,17:39:00,ORCL,0.457566,-0.054376,Neutral
Looking At Oracle's Recent Unusual Options Activity - Oracle  ( NYSE:ORCL ) ,"A whale with a lot of money to spend has taken a noticeably bullish stance on Oracle. Looking at options history for Oracle ORCL we detected 19 strange trades. If we consider the specifics of each trade, it is accurate to state that 52% of the investors opened trades with bullish expectations ...",0.127387,Neutral,2023-03-20,19:46:02,ORCL,0.822984,0.27569,Somewhat-Bullish
"Oracle  ( NYSE:ORCL )  Upgraded to ""Buy"" by StockNews.com","Oracle ( NYSE:ORCL - Get Rating ) was upgraded by research analysts at StockNews.com from a ""hold"" rating to a ""buy"" rating in a research report issued to clients and investors on Tuesday. Several other equities research analysts have also recently commented on the company.",0.151265,Somewhat-Bullish,2023-03-21,05:20:45,ORCL,0.908999,0.265059,Somewhat-Bullish
TikTok CEO to tell Congress that Chinese owned app now has 150M active users in the United States: report,TikTok CEO Shou Zi Chew is reportedly set to testify before Congress this week that the Chinese-owned social media platform now has 150 million active users in the United States.,-0.01208,Neutral,2023-03-21,12:37:30,ORCL,0.066047,-0.0763,Neutral
 ( ORCL )  - Analyzing Oracle's Short Interest - Oracle  ( NYSE:ORCL ) ,"Oracle's ORCL short percent of float has risen 12.64% since its last report. The company recently reported that it has 15.13 million shares sold short, which is 0.98% of all regular shares that are available for trading. Based on its trading volume, it would take traders 2.1 days to cover their ...",0.267375,Somewhat-Bullish,2023-03-21,18:45:54,ORCL,0.224903,0.158881,Somewhat-Bullish
Why does US see Chinese-owned TikTok as a security threat?,"Why does US see Chinese-owned TikTok as a security threat? TikTok CEO Shou Zi Chew testifies during a hearing of the House Energy and Commerce Committee, on the platform's consumer privacy and data security practices and impact on children, Thursday, March 23, 2023, on Capitol Hill in Washington. ...",0.043152,Neutral,2023-03-24,12:34:04,ORCL,0.031992,0.122972,Neutral
"Buy Oracle Stock Because Its Cloud Unit Is Showing More Promise, Says J.P. Morgan","Buy Oracle Stock Because Its Cloud Unit Shows More Promise, Says J.P. Morgan ...",0.120452,Neutral,2023-03-24,17:59:21,ORCL,0.993614,-0.030251,Neutral
Looking At Oracle's Recent Unusual Options Activity - Oracle  ( NYSE:ORCL ) ,"Someone with a lot of money to spend has taken a bullish stance on Oracle ORCL. We noticed this today when the big position showed up on publicly available options history that we track here at Benzinga. Whether this is an institution or just a wealthy individual, we don't know.",0.136623,Neutral,2023-03-27,19:00:47,ORCL,0.796338,0.211194,Somewhat-Bullish
Why This 1 Momentum Stock Could Be a Great Addition to Your Portfolio,"Wondering how to pick strong, market-beating stocks for your investment portfolio? Look no further than the Zacks Style Scores.",0.413418,Bullish,2023-03-28,13:50:03,ORCL,0.475251,0.169046,Somewhat-Bullish
"If You Invested $100 In This Stock 5 Years Ago, You Would Have $200 Today - Oracle  ( NYSE:ORCL ) ","Oracle ORCL has outperformed the market over the past 5 years by 6.06% on an annualized basis producing an average annual return of 15.02%. Currently, Oracle has a market capitalization of $244.39 billion.",0.160819,Somewhat-Bullish,2023-03-28,14:01:23,ORCL,0.983605,0.387251,Bullish
Edge Analytics Market Projected To Hit USD 11 Billion at a 31% CAGR by 2030 - Report by Market Research Future  ( MRFR ) ,"New York, US, March 29, 2023 ( GLOBE NEWSWIRE ) -- Market Analysis",0.187821,Somewhat-Bullish,2023-03-29,10:10:00,ORCL,0.033799,0.0,Neutral
Should You Invest in the First Trust Cloud Computing ETF  ( SKYY ) ?,Sector ETF report for ...,0.093772,Neutral,2023-03-30,10:20:10,ORCL,0.131284,0.067063,Neutral
Here's How Much a $1000 Investment in Workday Made 10 Years Ago Would Be Worth Today,"Investing in certain stocks can pay off in the long run, especially if you hold on for a decade or more.",0.219992,Somewhat-Bullish,2023-03-30,12:30:03,ORCL,0.060848,0.116053,Neutral
"TikTok Founder Meets Walmart Chief Privately, Fuels Speculation Over Possible Deal To Avert Ban - Walmart  ( NYSE:WMT ) ","Last week, while the U.S. pummeled TikTok CEO Shou Zi Chew over its ties to China, ByteDance founder Zhang Yiming quietly flew to Arkansas to meet with the CEO of Walmart Inc WMT. However, the topic of discussion between Yimimg and Walmart CEO Doug McMillon remains undisclosed, New York Post ...",-0.047843,Neutral,2023-03-31,10:44:52,ORCL,0.369685,0.061584,Neutral
Pharmacovigilance And Drug Safety Software Market Expected to Reach USD 16.99 Billion by 2030: Verified Market Research®,Pharmacovigilance And Drug Safety Software Market Expected to ... PR ...,0.334203,Somewhat-Bullish,2023-03-31,14:15:00,ORCL,0.040212,0.094114,Neutral
Oracle Named a Leader in the 2023 Gartner® Magic Quadrant™ for Transportation Management Systems,Oracle Named a Leader in the 2023 Gartner® Magic Quadrant™ for ... PR ...,0.321109,Somewhat-Bullish,2023-03-31,16:00:00,ORCL,0.880552,0.521191,Bullish
This Is What Whales Are Betting On Oracle - Oracle  ( NYSE:ORCL ) ,"A whale with a lot of money to spend has taken a noticeably bullish stance on Oracle. Looking at options history for Oracle ORCL we detected 12 strange trades. If we consider the specifics of each trade, it is accurate to state that 75% of the investors opened trades with bullish expectations ...",0.136908,Neutral,2023-03-31,20:01:55,ORCL,0.801457,0.146787,Neutral
3 Motivating Quotes From Oracle Co-Founder Larry Ellison,"Larry Ellison, the co-founder and former CEO of Oracle Corporation, is known for his charismatic personality and insightful quotes that have inspired many entrepreneurs around the world. His contributions to the tech industry are unparalleled, and his ideas have shaped the way we use technology ...",0.349668,Somewhat-Bullish,2023-04-03,14:36:47,ORCL,0.105141,0.310726,Somewhat-Bullish
Oracle Strengthens Commitment to South East Asia with Second Cloud Region in Singapore,Oracle Strengthens Commitment to South East Asia with Second ... PR ...,0.182669,Somewhat-Bullish,2023-04-04,07:00:00,ORCL,0.649095,0.244594,Somewhat-Bullish
Oracle Strengthens Commitment to South East Asia with Second Cloud Region in Singapore,Oracle Strengthens Commitment to South East Asia with Second ... PR ...,0.182669,Somewhat-Bullish,2023-04-04,12:00:00,ORCL,0.649095,0.244594,Somewhat-Bullish
$100 Invested In Oracle 5 Years Ago Would Be Worth This Much Today - Oracle  ( NYSE:ORCL ) ,"Oracle ORCL has outperformed the market over the past 5 years by 6.48% on an annualized basis producing an average annual return of 15.87%. Currently, Oracle has a market capitalization of $253.21 billion.",0.160819,Somewhat-Bullish,2023-04-04,18:30:58,ORCL,0.983605,0.387251,Bullish
"Cisco, Oracle And A Consumer Goods Giant To Buy On A Market Pullback: CNBC's 'Final Trades' - Cisco Systems  ( NASDAQ:CSCO ) , Oracle  ( NYSE:ORCL ) ","On CNBC's ""Halftime Report Final Trades,"" Stephanie Link of Hightower said she is watching The Procter & Gamble Company PG very closely. It is a quality company and if it falls in a market pullback, this is the ""one I would be buying.""",0.180767,Somewhat-Bullish,2023-04-05,12:22:05,ORCL,0.608634,0.439969,Bullish
Master Data Management Market To Expand at a CAGR of 16.85% By 2030 - Report by Market Research Future  ( MRFR ) ,"New York, US, April 05, 2023 ( GLOBE NEWSWIRE ) -- According to a comprehensive research report by Market Research Future ( MRFR ) , ""Master Data Management Market by Type, Professional Service, Industry, Deployment - Global Forecast till 2030",0.374782,Bullish,2023-04-05,14:00:00,ORCL,0.032425,0.0,Neutral
"Document Management System Market Analysis: Expected Market Size, Growth Rate, Major Drivers And Top Segments As Per The Business Research Company's Document Management System Global Market Report 2023","LONDON, April 06, 2023 ( GLOBE NEWSWIRE ) -- The Business Research Company's research on the document management system market forecasts the global document management system market size to grow from $6.9 billion in 2022 to $7.9 billion in 2023 at a compound annual growth rate ( CAGR ) of more ...",0.261973,Somewhat-Bullish,2023-04-06,15:30:00,ORCL,0.055364,0.0,Neutral
This Is What Whales Are Betting On Oracle - Oracle  ( NYSE:ORCL ) ,"Someone with a lot of money to spend has taken a bearish stance on Oracle ORCL. We noticed this today when the big position showed up on publicly available options history that we track here at Benzinga. Whether this is an institution or just a wealthy individual, we don't know.",0.139349,Neutral,2023-04-06,17:46:06,ORCL,0.784902,0.067255,Neutral
"Oracle Reaps Rewards: Analysts Cite SAP's Cloud Migration Struggles As Boon, Reaffirm Stock Buy Rating - Oracle  ( NYSE:ORCL ) ",Mizuho analyst Siti Panigrahi reiterates a Buy rating on Oracle Corp ORCL with a price target of $116.00.,-0.160534,Somewhat-Bearish,2023-04-10,17:24:54,ORCL,0.691734,0.141343,Neutral
Premier League Taps Oracle Cloud to Provide Fans with New Insight into Player Milestones - Oracle  ( NYSE:ORCL ) ,Interactive visualizations let fans drill down into the story behind significant player achievements,0.441916,Bullish,2023-04-12,12:00:00,ORCL,0.855561,0.67085,Bullish
Oracle Unusual Options Activity - Oracle  ( NYSE:ORCL ) ,"Someone with a lot of money to spend has taken a bullish stance on Oracle ORCL. We noticed this today when the big position showed up on publicly available options history that we track here at Benzinga. Whether this is an institution or just a wealthy individual, we don't know.",0.179782,Somewhat-Bullish,2023-04-12,17:00:38,ORCL,0.812186,0.396449,Bullish
The Princess Alexandra NHS Trust Selects Oracle Health Electronic Health Records Platform - Oracle  ( NYSE:ORCL ) ,EHR to replace legacy digital and paper-based systems to help reduce administrative burden for staff giving them more time to care for patients,0.361587,Bullish,2023-04-13,13:00:00,ORCL,0.564693,0.610499,Bullish
LuxSci Provides Oracle Cloud Infrastructure Customers Secure High Volume Email Solution to Protect Healthcare Data,LuxSci Provides Oracle Cloud Infrastructure Customers Secure High ... PR ...,0.210612,Somewhat-Bullish,2023-04-18,13:00:00,ORCL,0.045569,-0.158145,Somewhat-Bearish
Check Out What Whales Are Doing With ORCL - Oracle  ( NYSE:ORCL ) ,"A whale with a lot of money to spend has taken a noticeably bearish stance on Oracle. Looking at options history for Oracle ORCL we detected 12 strange trades. If we consider the specifics of each trade, it is accurate to state that 16% of the investors opened trades with bullish expectations ...",0.099316,Neutral,2023-04-18,18:00:53,ORCL,0.851762,0.206098,Somewhat-Bullish
Oracle  ( ORCL )  Outpaces Stock Market Gains: What You Should Know,"In the latest trading session, Oracle (ORCL) closed at $96.47, marking a +0.92% move from the previous day.",0.241532,Somewhat-Bullish,2023-04-18,21:50:19,ORCL,0.561606,0.292485,Somewhat-Bullish
Oracle  ( ORCL )  and Zoom Partner to Expand Access to Virtual Care,Oracle (ORCL) and Zoom enter a partnership to connect patients and their records with doctors seamlessly.,0.433797,Bullish,2023-04-19,14:51:00,ORCL,0.720733,0.637397,Bullish
"Utility Billing Software Market Size And Share Analysis, Top Global Trends And Key Segments As Per The Business Research Company's Utility Billing Software Global Market Report 2023","LONDON, April 19, 2023 ( GLOBE NEWSWIRE ) -- The Business Research Company's research on the utility billing software market identifies the growing cloud deployment and acceptance is projected to propel the utilities billing software industry ahead.",0.192053,Somewhat-Bullish,2023-04-19,15:30:00,ORCL,0.049221,0.056387,Neutral
Here's How Much $1000 Invested In Oracle 5 Years Ago Would Be Worth Today - Oracle  ( NYSE:ORCL ) ,"Oracle ORCL has outperformed the market over the past 5 years by 6.55% on an annualized basis producing an average annual return of 16.07%. Currently, Oracle has a market capitalization of $258.92 billion.",0.160819,Somewhat-Bullish,2023-04-19,18:31:02,ORCL,0.983605,0.387251,Bullish
Huawei adopts own MetaERP business management system to cut use of foreign tech,"The development of MetaERP reflects the lengths taken by Huawei to strengthen its global operations, as US trade sanctions continue to bite.",0.021325,Neutral,2023-04-20,10:00:25,ORCL,0.050894,0.0,Neutral
Compass UOL builds ChatGPT and Oracle Cloud Customer Experience  ( CX )  connectors for Revenue Transformation,Compass UOL builds ChatGPT and Oracle Cloud Customer ... PR ...,0.330548,Somewhat-Bullish,2023-04-20,11:36:00,ORCL,0.048327,-0.158858,Somewhat-Bearish
"The Zacks Analyst Blog Highlights Tesla, Oracle Union Pacific, The Estee Lauder and Intercontinental Exchange","Tesla, Oracle, Union Pacific, The Estee Lauder and Intercontinental Exchange are part of the Zacks top Analyst Blog.",0.0,Neutral,2023-04-20,14:23:00,ORCL,0.70749,0.0,Neutral
Oracle Just Made Its Database Software Free for Developers,Oracle is finally making it easier for developers to test-drive its industry-leading database software.,0.254104,Somewhat-Bullish,2023-04-21,10:00:00,ORCL,0.586747,0.351521,Bullish
"Digital Health Market Size Worth USD 1,518.64 Billion in 2030 - Emergen Research",The Digital Health Market is set to experience significant growth due to the increasing adoption of digital health technologies and the rising prevalence of chronic diseases. North America is expected to dominate the market due to its advanced healthcare infrastructure and high adoption rates.,0.204162,Somewhat-Bullish,2023-04-22,17:37:09,ORCL,0.035241,0.0,Neutral
Oracle  ( ORCL )  Outpaces Stock Market Gains: What You Should Know,"Oracle (ORCL) closed the most recent trading day at $95.44, moving +0.3% from the previous trading session.",0.213086,Somewhat-Bullish,2023-04-24,21:50:21,ORCL,0.617188,0.306284,Somewhat-Bullish
Check Out What Whales Are Doing With ORCL - Oracle  ( NYSE:ORCL ) ,"A whale with a lot of money to spend has taken a noticeably bearish stance on Oracle. Looking at options history for Oracle ORCL we detected 13 strange trades. If we consider the specifics of each trade, it is accurate to state that 46% of the investors opened trades with bullish expectations ...",0.135341,Neutral,2023-04-25,15:46:20,ORCL,0.772528,-0.035705,Neutral
Oracle  ( ORCL )  Stock Moves -1.45%: What You Should Know,"In the latest trading session, Oracle (ORCL) closed at $94.06, marking a -1.45% move from the previous day.",0.192219,Somewhat-Bullish,2023-04-25,21:45:18,ORCL,0.612033,0.234925,Somewhat-Bullish
"Oracle Stock Sees Composite Rating Inch Even Higher, Reaching 96",Composite Rating For Oracle Jumps To 96 | Investor's Business Daily Investor's Business Daily ...,0.338346,Somewhat-Bullish,2023-04-27,07:00:00,ORCL,0.47452,0.142101,Neutral
"Oracle Stock Sees Composite Rating Inch Even Higher, Reaching 96","Oracle ( ORCL ) saw another improvement in its IBD SmartSelect Composite Rating Thursday, moving from 94 to 96. The new rating is a sign the stock is outpacing 96% of all stocks when it comes to the most important stock-picking criteria.",0.338346,Somewhat-Bullish,2023-04-27,14:48:00,ORCL,0.47452,0.142101,Neutral
"Meet Sanjiv Kapoor, former Jet Airways CEO; Know about his life, career, salary, and more | The Financial Express","Meet Sanjiv Kapoor, former Jet Airways CEO. Know about his life ... The Financial Express ...",0.165366,Somewhat-Bullish,2023-04-29,06:57:08,ORCL,0.19117,0.10902,Neutral
El Paso Electric Enhances Customer Service with Oracle Cloud,"Major Texas utility plugs in Oracle Customer Cloud Service to enable smart meters, enhance customer experience, and simplify technology infrastructure",0.403306,Bullish,2023-05-01,12:00:00,ORCL,0.740815,0.63073,Bullish
Check Out What Whales Are Doing With ORCL - Oracle  ( NYSE:ORCL ) ,"A whale with a lot of money to spend has taken a noticeably bullish stance on Oracle. Looking at options history for Oracle ORCL we detected 18 strange trades. If we consider the specifics of each trade, it is accurate to state that 72% of the investors opened trades with bullish expectations ...",0.181371,Somewhat-Bullish,2023-05-01,17:16:03,ORCL,0.772528,0.187554,Somewhat-Bullish
Oracle  ( ORCL )  Gains As Market Dips: What You Should Know,"In the latest trading session, Oracle (ORCL) closed at $94.87, marking a +0.16% move from the previous day.",0.172619,Somewhat-Bullish,2023-05-01,21:45:15,ORCL,0.670305,0.219375,Somewhat-Bullish
Retail Analytics Market Zooms Towards Billion-Dollar Valuation: Estimated to Reach USD 47.38 Billion by 2030: Verified Market Research®,Retail Analytics Market Zooms Towards Billion-Dollar Valuation ... PR ...,0.27296,Somewhat-Bullish,2023-05-05,14:15:00,ORCL,0.03853,0.168539,Somewhat-Bullish
This Is What Whales Are Betting On Oracle - Oracle  ( NYSE:ORCL ) ,"A whale with a lot of money to spend has taken a noticeably bearish stance on Oracle. Looking at options history for Oracle ORCL we detected 14 strange trades. If we consider the specifics of each trade, it is accurate to state that 35% of the investors opened trades with bullish expectations ...",0.080768,Neutral,2023-05-05,16:15:44,ORCL,0.849318,0.134997,Neutral
Oracle Named a Leader in the 2023 Gartner® Magic Quadrant™ for Supply Chain Planning Solutions,Oracle Named a Leader in the 2023 Gartner® Magic Quadrant™ for ... PR ...,0.416436,Bullish,2023-05-05,16:30:00,ORCL,0.720628,0.566317,Bullish
Loyalty management market size to grow by USD 4.40 billion from 2021 to 2026: Growing customer preference for personalized solutions to boost growth - Technavio,Loyalty management market size to grow by USD 4.40 billion from ... PR ...,0.447168,Bullish,2023-05-05,19:15:00,ORCL,0.02668,0.213055,Somewhat-Bullish
Stocks To Watch: Teradata Sees RS Rating Rise To 95,"On Monday, Teradata ( TDC ) received an upgrade to its Relative Strength ( RS ) Rating, from 90 to 95. When looking for the best stocks to buy and watch, one factor to watch closely is relative price strength.",0.327937,Somewhat-Bullish,2023-05-08,07:00:00,ORCL,0.320974,0.130767,Neutral
Oracle  ( ORCL )  Stock Sinks As Market Gains: What You Should Know,"Oracle (ORCL) closed the most recent trading day at $96.79, moving -0.19% from the previous trading session.",0.200492,Somewhat-Bullish,2023-05-08,21:45:11,ORCL,0.661658,0.344228,Somewhat-Bullish
DigiCert announces partnership with Oracle to make DigiCert® ONE available on Oracle Cloud Infrastructure,DigiCert announces partnership with Oracle to make DigiCert® ONE ... PR ...,0.350367,Bullish,2023-05-09,12:00:00,ORCL,0.050894,-0.159365,Somewhat-Bearish
Touchland Cleans Up Its Financial Systems with NetSuite,"AUSTIN, Texas, May 9, 2023 /PRNewswire/ -- Touchland, a health and beauty brand, is working with Oracle NetSuite to support its vision of bringing unexpected joy and expression to every act of self-care.",0.364488,Bullish,2023-05-09,12:00:00,ORCL,0.072655,-0.161334,Somewhat-Bearish
Talent Management Software Global Market Report 2023: Increased use of Social Network Sites is Driving Demand,"DUBLIN, May 9, 2023 /PRNewswire/ -- The ""Talent Management Software Global Market Report 2023"" report has been added to ResearchAndMarkets.com's offering. This report provides strategists, marketers and senior management with the critical information they need to assess the market.",0.358459,Bullish,2023-05-09,14:45:00,ORCL,0.029399,0.041788,Neutral
2 Tech Stocks That Raised Their Dividends This Year,Cisco and Oracle both bumped up their dividend payments to shareholders in 2023.,0.201437,Somewhat-Bullish,2023-05-10,11:20:00,ORCL,0.510144,0.222001,Somewhat-Bullish
Study: 77% of U.S. Employees Feel Like They Are Just a Cog in a Corporate Machine,Study: 77% of U.S. Employees Feel Like They Are Just a Cog in a ... PR ...,0.185977,Somewhat-Bullish,2023-05-10,13:00:00,ORCL,0.290607,0.092638,Neutral
$100 Invested In This Stock 20 Years Ago Would Be Worth $800 Today - Oracle  ( NYSE:ORCL ) ,"Oracle ORCL has outperformed the market over the past 20 years by 3.21% on an annualized basis producing an average annual return of 10.92%. Currently, Oracle has a market capitalization of $261.02 billion.",0.160819,Somewhat-Bullish,2023-05-10,18:00:51,ORCL,0.983605,0.387251,Bullish
This Is What Whales Are Betting On Oracle - Oracle  ( NYSE:ORCL ) ,"Someone with a lot of money to spend has taken a bearish stance on Oracle ORCL. We noticed this today when the big position showed up on publicly available options history that we track here at Benzinga. Whether this is an institution or just a wealthy individual, we don't know.",0.134838,Neutral,2023-05-11,20:16:23,ORCL,0.760593,0.086126,Neutral
Oracle  ( ORCL )  Stock Sinks As Market Gains: What You Should Know,"Oracle (ORCL) closed at $97.26 in the latest trading session, marking a -0.6% move from the prior day.",0.197801,Somewhat-Bullish,2023-05-15,21:45:08,ORCL,0.615462,0.290271,Somewhat-Bullish
Oracle Unusual Options Activity - Oracle  ( NYSE:ORCL ) ,"Someone with a lot of money to spend has taken a bearish stance on Oracle ORCL. We noticed this today when the big position showed up on publicly available options history that we track here at Benzinga. Whether this is an institution or just a wealthy individual, we don't know.",0.134838,Neutral,2023-05-16,18:16:09,ORCL,0.760593,0.086126,Neutral
"CommVault Systems Clears Key Benchmark, Hitting 80-Plus RS Rating","CommVault Systems Clears Key Benchmark, Hitting 80-Plus RS ... Investor's Business Daily ...",0.360719,Bullish,2023-05-19,07:00:00,ORCL,0.33628,0.0,Neutral
Check Out What Whales Are Doing With ORCL - Oracle  ( NYSE:ORCL ) ,"Someone with a lot of money to spend has taken a bearish stance on Oracle ORCL. We noticed this today when the big position showed up on publicly available options history that we track here at Benzinga. Whether this is an institution or just a wealthy individual, we don't know.",0.134844,Neutral,2023-05-19,17:46:07,ORCL,0.7629,0.086232,Neutral
Is WisdomTree U.S. Multifactor ETF  ( USMF )  a Strong ETF Right Now?,Smart Beta ETF report for ...,0.201537,Somewhat-Bullish,2023-05-22,10:20:06,ORCL,0.113866,0.059703,Neutral
NetSuite for Government Helps State and Local Agencies Move to the Cloud for Better Efficiency,NetSuite for Government Helps State and Local Agencies Move to ... PR ...,0.396463,Bullish,2023-05-22,12:00:00,ORCL,0.513775,0.498095,Bullish
Oracle Cloud Infrastructure Adds to Growing List of Government Approved Cloud Services,Oracle Cloud Infrastructure Adds to Growing List of Government ... PR ...,0.231033,Somewhat-Bullish,2023-05-22,12:02:00,ORCL,0.923548,0.362739,Bullish
"Tim Scott's biggest financial backer is Larry Ellison, a tech billionaire who owns the sixth-largest island in Hawaii and has poured $35 million into the senator's super PAC",Sen. Tim Scott's Biggest Megadonor Owns an Entire Hawaiian Island - Business Insider ...,0.254505,Somewhat-Bullish,2023-05-22,17:19:00,ORCL,0.041755,0.208699,Somewhat-Bullish
Oracle  ( ORCL )  Stock Sinks As Market Gains: What You Should Know,"In the latest trading session, Oracle (ORCL) closed at $101.77, marking a -1.04% move from the previous day.",0.215744,Somewhat-Bullish,2023-05-22,21:45:10,ORCL,0.561606,0.243763,Somewhat-Bullish
Oracle Unusual Options Activity - Oracle  ( NYSE:ORCL ) ,"Someone with a lot of money to spend has taken a bullish stance on Oracle ORCL. We noticed this today when the big position showed up on publicly available options history that we track here at Benzinga. Whether this is an institution or just a wealthy individual, we don't know.",0.163879,Somewhat-Bullish,2023-05-25,17:03:35,ORCL,0.795859,0.436638,Bullish
This Is What Whales Are Betting On Oracle - Oracle  ( NYSE:ORCL ) ,"Someone with a lot of money to spend has taken a bearish stance on Oracle ORCL. We noticed this today when the big position showed up on publicly available options history that we track here at Benzinga. Whether this is an institution or just a wealthy individual, we don't know.",0.120252,Neutral,2023-05-30,18:46:46,ORCL,0.798255,0.286859,Somewhat-Bullish
Oracle  ( ORCL )  Stock Moves 1.03%: What You Should Know,"In the latest trading session, Oracle (ORCL) closed at $105.15, marking a +1.03% move from the previous day.",0.202989,Somewhat-Bullish,2023-05-30,21:50:18,ORCL,0.612033,0.296979,Somewhat-Bullish
"Oracle, EQT, S&P Global And A Short-Term Treasury Bill On CNBC's 'Final Trades' - EQT  ( NYSE:EQT ) , Oracle  ( NYSE:ORCL ) ","On CNBC's ""Halftime Report Final Trades,"" Karen Firestone of Aureus Asset Management named S&P Global Inc. SPGI, which peaked in late 2021. S&P Global, last month, reported better-than-expected first-quarter results.",0.227664,Somewhat-Bullish,2023-05-31,12:24:06,ORCL,0.796338,0.356083,Bullish
Oracle  ( ORCL )  Gains But Lags Market: What You Should Know,"In the latest trading session, Oracle (ORCL) closed at $105.99, marking a +0.05% move from the previous day.",0.231968,Somewhat-Bullish,2023-06-01,21:45:20,ORCL,0.719858,0.360648,Bullish
Oracle  ( ORCL )  to Report Q4 Results: Wall Street Expects Earnings Growth,Oracle (ORCL) doesn't possess the right combination of the two key ingredients for a likely earnings beat in its upcoming report. Get prepared with the key expectations.,0.15486,Somewhat-Bullish,2023-06-05,14:00:02,ORCL,0.303175,0.06037,Neutral
Oracle Unusual Options Activity - Oracle  ( NYSE:ORCL ) ,"Someone with a lot of money to spend has taken a bearish stance on Oracle ORCL. We noticed this today when the big position showed up on publicly available options history that we track here at Benzinga. Whether this is an institution or just a wealthy individual, we don't know.",0.113073,Neutral,2023-06-05,16:46:31,ORCL,0.827318,0.260358,Somewhat-Bullish
Salesforce's Musical Chairs: CEO Marc Benioff Shuffles Top Executives Amid Slow Growth - Salesforce  ( NYSE:CRM ) ,"Salesforce, Inc CRM CEO Marc Benioff rearranged the top management shortly after it reported its slowest quarterly revenue growth since 2010. The company appointed Miguel Milano as the chief revenue officer and Ariel Kelman as the chief marketing officer, Reuters reports.",0.3001,Somewhat-Bullish,2023-06-07,11:32:38,ORCL,0.368773,0.0,Neutral
Oracle Unusual Options Activity For June 07 - Oracle  ( NYSE:ORCL ) ,"Someone with a lot of money to spend has taken a bullish stance on Oracle ORCL. We noticed this today when the big position showed up on publicly available options history that we track here at Benzinga. Whether this is an institution or just a wealthy individual, we don't know.",0.182162,Somewhat-Bullish,2023-06-07,14:31:27,ORCL,0.817578,0.261447,Somewhat-Bullish
Oracle  ( ORCL )  Dips More Than Broader Markets: What You Should Know,"Oracle (ORCL) closed at $105.25 in the latest trading session, marking a -1.73% move from the prior day.",0.209316,Somewhat-Bullish,2023-06-07,21:45:17,ORCL,0.644033,0.26395,Somewhat-Bullish
