title,time_published,summary,overall_sentiment_score,overall_sentiment_label,ticker,relevance_score,ticker_sentiment_score,ticker_sentiment_label
Oracle  ( ORCL )  Stock Sinks As Market Gains: What You Should Know,20230522T214510,"In the latest trading session, Oracle (ORCL) closed at $101.77, marking a -1.04% move from the previous day.",0.215744,Somewhat-Bullish,ORCL,0.561606,0.243763,Somewhat-Bullish
Oracle Unusual Options Activity - Oracle  ( NYSE:ORCL ) ,20230525T170335,"Someone with a lot of money to spend has taken a bullish stance on Oracle ORCL. We noticed this today when the big position showed up on publicly available options history that we track here at Benzinga. Whether this is an institution or just a wealthy individual, we don't know.",0.163879,Somewhat-Bullish,ORCL,0.795859,0.436638,Bullish
This Is What Whales Are Betting On Oracle - Oracle  ( NYSE:ORCL ) ,20230530T184646,"Someone with a lot of money to spend has taken a bearish stance on Oracle ORCL. We noticed this today when the big position showed up on publicly available options history that we track here at Benzinga. Whether this is an institution or just a wealthy individual, we don't know.",0.120252,Neutral,ORCL,0.798255,0.286859,Somewhat-Bullish
Oracle  ( ORCL )  Stock Moves 1.03%: What You Should Know,20230530T215018,"In the latest trading session, Oracle (ORCL) closed at $105.15, marking a +1.03% move from the previous day.",0.202989,Somewhat-Bullish,ORCL,0.612033,0.296979,Somewhat-Bullish
"Oracle, EQT, S&P Global And A Short-Term Treasury Bill On CNBC's 'Final Trades' - EQT  ( NYSE:EQT ) , Oracle  ( NYSE:ORCL ) ",20230531T122406,"On CNBC's ""Halftime Report Final Trades,"" Karen Firestone of Aureus Asset Management named S&P Global Inc. SPGI, which peaked in late 2021. S&P Global, last month, reported better-than-expected first-quarter results.",0.227664,Somewhat-Bullish,ORCL,0.796338,0.356083,Bullish
Oracle  ( ORCL )  Gains But Lags Market: What You Should Know,20230601T214520,"In the latest trading session, Oracle (ORCL) closed at $105.99, marking a +0.05% move from the previous day.",0.231968,Somewhat-Bullish,ORCL,0.719858,0.360648,Bullish
Oracle  ( ORCL )  to Report Q4 Results: Wall Street Expects Earnings Growth,20230605T140002,Oracle (ORCL) doesn't possess the right combination of the two key ingredients for a likely earnings beat in its upcoming report. Get prepared with the key expectations.,0.15486,Somewhat-Bullish,ORCL,0.303175,0.06037,Neutral
Oracle Unusual Options Activity - Oracle  ( NYSE:ORCL ) ,20230605T164631,"Someone with a lot of money to spend has taken a bearish stance on Oracle ORCL. We noticed this today when the big position showed up on publicly available options history that we track here at Benzinga. Whether this is an institution or just a wealthy individual, we don't know.",0.113073,Neutral,ORCL,0.827318,0.260358,Somewhat-Bullish
Salesforce's Musical Chairs: CEO Marc Benioff Shuffles Top Executives Amid Slow Growth - Salesforce  ( NYSE:CRM ) ,20230607T113238,"Salesforce, Inc CRM CEO Marc Benioff rearranged the top management shortly after it reported its slowest quarterly revenue growth since 2010. The company appointed Miguel Milano as the chief revenue officer and Ariel Kelman as the chief marketing officer, Reuters reports.",0.3001,Somewhat-Bullish,ORCL,0.368773,0.0,Neutral
Oracle Unusual Options Activity For June 07 - Oracle  ( NYSE:ORCL ) ,20230607T143127,"Someone with a lot of money to spend has taken a bullish stance on Oracle ORCL. We noticed this today when the big position showed up on publicly available options history that we track here at Benzinga. Whether this is an institution or just a wealthy individual, we don't know.",0.182162,Somewhat-Bullish,ORCL,0.817578,0.261447,Somewhat-Bullish
Oracle  ( ORCL )  Dips More Than Broader Markets: What You Should Know,20230607T214517,"Oracle (ORCL) closed at $105.25 in the latest trading session, marking a -1.73% move from the prior day.",0.209316,Somewhat-Bullish,ORCL,0.644033,0.26395,Somewhat-Bullish
Oracle  ( ORCL )  to Report Q4 Earnings: What's in the Cards?,20230608T121200,Oracle's (ORCL) fiscal fourth-quarter 2023 performance is expected to have benefited from continued momentum in the cloud infrastructure services and Autonomous Database solutions.,0.243103,Somewhat-Bullish,ORCL,0.639128,0.420381,Bullish
Splunk Earns Relative Strength Rating Upgrade,20230609T070000,"On Friday, Splunk ( SPLK ) earned a positive adjustment to its Relative Strength ( RS ) Rating, from 68 to 71. X When looking for the best stocks to buy and watch, be sure to pay attention to relative price strength.",0.316469,Somewhat-Bullish,ORCL,0.366061,0.0,Neutral
Oracle Likely To Report Higher Q4 Earnings; Here's A Look At Recent Price Target Changes By The Most Accurate Analysts - Oracle  ( NYSE:ORCL ) ,20230609T111115,"Oracle Corporation ORCL is expected to report its fourth quarter fiscal year 2023 results after the closing bell on June 12, 2023. Analysts expect the company to post quarterly earnings at $1.58 per share, up from year-ago earnings of $1.54 per share. The company's revenue might come in at $13.73 ...",0.065402,Neutral,ORCL,0.412298,0.184349,Somewhat-Bullish
AI on game day: Pro sports franchises are turning to the tech for everything from concession stands to statistics,20230609T170900,"So far, the NFL and NBA are leading the pack in their use of AI, with investments centered around promoting star players, according to experts interviewed by MarketWatch.",0.150343,Somewhat-Bullish,ORCL,0.097325,0.029429,Neutral
Not Your Father's Oracle Stock,20230609T205200,"Oracle ( ORCL ) was one of those classic monster stocks of the late 90s. Its 300% move in just five months from October 1999 to March 2000 was legendary. While we don't have the same expectations for Oracle stock today, it doesn't mean it can't be used as a nice swing trading vehicle.",0.284041,Somewhat-Bullish,ORCL,0.717348,0.309394,Somewhat-Bullish
"Oracle, ECARX And 3 Stocks To Watch Heading Into Monday - ECARX Holdings  ( NASDAQ:ECX ) , Aptorum Gr  ( NASDAQ:APM ) ",20230612T080857,"Wall Street expects Oracle Corporation ORCL to report quarterly earnings at $1.58 per share on revenue of $13.73 billion after the closing bell. Oracle shares gained 0.1% to $110.00 in after-hours trading. U.S. Global Investors, Inc.",0.120658,Neutral,ORCL,0.574235,0.594223,Bullish
Oracle Stock Is Moving Higher Monday: What's Going On? - Oracle  ( NYSE:ORCL ) ,20230612T133200,Oracle Corp ORCL shares are trading higher Monday after Wolfe Research upgraded the stock ahead of the company's quarterly results. Multiple analysts also raised price targets at the end of last week.,0.233516,Somewhat-Bullish,ORCL,0.9545,0.327827,Somewhat-Bullish
Big Week With a Slew of Key Economic Data and Fed's FOMC,20230612T142000,U.S. stock futures are trading higher to start a crucial week for the global financial markets.,-0.026394,Neutral,ORCL,0.179788,-0.234216,Somewhat-Bearish
All Eyes Set on June FOMC Meeting,20230612T143800,"U.S. stock futures are trading higher to start a crucial week for the global financial markets. Three major central banks - the Federal Reserve, the European Central Bank and the Bank of Japan - will announce their monetary policies, especially, interest rate-related this week.",-0.026394,Neutral,ORCL,0.179788,-0.234216,Somewhat-Bearish
Here's How Much $1000 Invested In Oracle 15 Years Ago Would Be Worth Today - Oracle  ( NYSE:ORCL ) ,20230612T173108,"Oracle ORCL has outperformed the market over the past 15 years by 3.53% on an annualized basis producing an average annual return of 11.55%. Currently, Oracle has a market capitalization of $313.37 billion.",0.160819,Somewhat-Bullish,ORCL,0.983605,0.387251,Bullish
"Jam-Packed Week Ahead Features Fed Meeting, Critical Inflation Data, Retail Sales",20230612T183343,"( Monday market open ) After a rare quiet week of subdued and range-bound trading on Wall Street, the flood of data and central bank meetings begins tomorrow and has markets on edge. Investors will know more by Friday about the Federal Reserve's outlook for the economy, inflation, and interest ...",-0.019166,Neutral,ORCL,0.105233,0.003337,Neutral
"Oracle Earnings, Revenue Top Estimates On Cloud Computing Growth",20230612T202300,"Oracle Earnings, Revenue Top Estimates On Cloud Computing ... Investor's Business Daily ...",0.198013,Somewhat-Bullish,ORCL,0.967875,0.388099,Bullish
Oracle  ( ORCL )  Q4 Earnings and Revenues Surpass Estimates,20230612T212502,"Oracle (ORCL) delivered earnings and revenue surprises of 5.70% and 0.71%, respectively, for the quarter ended May 2023. Do the numbers hold clues to what lies ahead for the stock?",0.188851,Somewhat-Bullish,ORCL,0.407844,0.210761,Somewhat-Bullish
Oracle Analyst Sees More Upside To Stock After Monday's 6% Surge - Oracle  ( NYSE:ORCL ) ,20230613T064650,"Oracle Corporation ORCL has been making waves in the tech industry with its impressive growth in the cloud sector. The company's recent Q4 earnings report has further solidified its position, leading to an optimistic outlook from analysts. The Oracle Analyst: Brent A.",0.281935,Somewhat-Bullish,ORCL,0.627119,0.480918,Bullish
"Peering Into Oracle's Crystal Ball: After Post-Earnings Surge, Options Market Reveals Key Trading Levels - Oracle  ( NYSE:ORCL ) ",20230613T101510,"Shares of Oracle Corporation ORCL surged nearly 6% on Monday following the release of strong fourth-quarter earnings, and the stock continued its upward momentum with an additional 3.63% gain in extended trading.",0.365068,Bullish,ORCL,0.472338,0.583556,Bullish
"US Stocks Poised For Gains Ahead Of Inflation Data: Analyst Says AI-Driven Rally Masks Cautious Undertone - Invesco QQQ Trust, Series 1  ( NASDAQ:QQQ ) , Tesla  ( NASDAQ:TSLA ) , Oracle  ( NYSE:ORCL ) , SPDR S&P 500  ( ARCA:SPY ) ",20230613T110559,"The upward momentum is intact, with the stock futures pointing to another strong session on Tuesday. Early indications suggest that small-cap stocks that lagged their bigger peers could be playing catch-up, with the Russell 2000 Index futures outperforming the major averages.",0.228422,Somewhat-Bullish,ORCL,0.131643,-0.026217,Neutral
"U.S. Stock Futures Rise After Weak CPI Data, FOMC in Focus",20230613T141600,"Stock futures are trading higher after the Department of Labor reported that the headline Consumer Price Index ( CPI ) rose 0.1% month-over-month in May, below the consensus estimate of 0.2% increase. In April the headline CPI increased 0.4% month-over-month.",0.091843,Neutral,ORCL,0.187463,0.191445,Somewhat-Bullish
CPI Comes in Lower Than Expected,20230613T143200,"Stock futures are trading higher after the Department of Labor reported that the headline Consumer Price Index ( CPI ) rose 0.1% month-over-month in May, below the consensus estimate of 0.2% increase. In April the headline CPI increased 0.4% month-over-month.",0.094233,Neutral,ORCL,0.19117,0.220905,Somewhat-Bullish
"Oracle Beats on Earnings in Q4, Shares Jump: ETFs to Tap",20230613T151500,"Oracle (ORCL) reported solid fourth-quarter fiscal 2023 results, beating both revenue and earnings estimates. The software giant forecast an upbeat first quarter.",0.201084,Somewhat-Bullish,ORCL,0.452952,0.250531,Somewhat-Bullish
Oracle Exhibits Strong And Sustained Cloud Momentum: 5 Wall Street Analysts React To FQ4 Results - Oracle  ( NYSE:ORCL ) ,20230613T154004,"Shares of Oracle Corporation ORCL climbed in early trading on Monday, after the company reported better-than-expected results for its fiscal fourth quarter. Analyst Kash Rangan upgraded Oracle from Sell to Neutral, while raising the price target from $75 to $120.",0.177723,Somewhat-Bullish,ORCL,0.622414,0.361427,Bullish
"If You Invested $1,000 In Oracle Stock At IPO, Here's How Much You'd Have Today - Oracle  ( NYSE:ORCL ) ",20230613T174158,One of the largest software companies in the world hit all-time highs this week on the heels of its fourth-quarter earnings report. Here's a look at how an investment in Oracle Corporation ORCL has performed since its IPO.,0.264241,Somewhat-Bullish,ORCL,0.923969,0.45132,Bullish
How To Earn $500 From Oracle Stock - Oracle  ( NYSE:ORCL ) ,20230613T214557,"Oracle Corporation ORCL shares are trading higher Tuesday following the company's fourth-quarter earnings print, and a host of analyst upgrades. By The Numbers: Oracle issued earnings of $1.67 per share, which came ahead of a $1.54 Street estimate, on revenues of $13.8 billion, which beat the ...",0.090148,Neutral,ORCL,0.739411,0.262297,Somewhat-Bullish
"Oracle is riding the AI wave, but growth concerns remain: analyst",20230615T210200,One credit analyst still has concerns about Oracle's leverage and doubts that top-line growth is sustainable.,0.331851,Somewhat-Bullish,ORCL,0.504646,0.424308,Bullish
"Oracle makes health unit layoffs, report says",20230616T155400,Oracle completed its nearly $30 billion Cerner acquisition last year.,-0.148442,Neutral,ORCL,0.760593,-0.247916,Somewhat-Bearish
"Top 5 Performing S&P 500 Stocks This Week: 2 Are AI Latecomers, 1 Was Nearly Sunk By Covid - SPDR Select Sector Fund - Energy Select Sector  ( ARCA:XLE ) , Catalent  ( NYSE:CTLT ) , Intel  ( NASDAQ:INTC ) , Estee Lauder Cos  ( NYSE:EL ) , Oracle  ( NYSE:ORCL ) , Carnival  ( NYSE:CCL ) , SPDR S&P 500  ( ARCA:SPY ) , Invesco S&P 500 Equal Weight ETF  ( ARCA:RSP ) ",20230616T202022,"A positive week is coming to a close for the stock market ahead of Monday's the Juneteenth holiday, with the S&P 500 Index up about 3% on the week, marking its fifth consecutive week in the green and its best weekly performance since the end of March.",0.179998,Somewhat-Bullish,ORCL,0.188193,0.11522,Neutral
Best-Performing ETFs of Last Week,20230619T120000,"Last week, Wall Street was upbeat. However, a few agricultural ETFs and Chinese tech ETFs emerged as winners.",0.033741,Neutral,ORCL,0.146321,0.092649,Neutral
Consule Solutions Joins NetSuite Alliance Partner Program,20230619T150000,"Technology services provider launches new cloud ERP practice with NetSuite to support growing customer demand SHERIDAN, Wyo., June 19, 2023 /PRNewswire/ -- Consule Solutions today announced that it has joined the Oracle NetSuite Alliance Partner Program.",0.523329,Bullish,ORCL,0.082677,-0.163778,Somewhat-Bearish
Oracle Unusual Options Activity For June 20 - Oracle  ( NYSE:ORCL ) ,20230620T180214,"A whale with a lot of money to spend has taken a noticeably bullish stance on Oracle. Looking at options history for Oracle ORCL we detected 98 strange trades. If we consider the specifics of each trade, it is accurate to state that 69% of the investors opened trades with bullish expectations ...",0.152203,Somewhat-Bullish,ORCL,0.878689,0.170815,Somewhat-Bullish
Better Buy: Oracle vs. Broadcom,20230621T092000,Which of these blue-chip tech giants is the better all-around investment?,0.159411,Somewhat-Bullish,ORCL,0.388879,0.209142,Somewhat-Bullish
"Sales Intelligence Market 2023-2027; Segmentation by deployment, component and Geography; CAGR accelerating at 14.76% by 2027- Technavio",20230623T214500,"Sales Intelligence Market 2023-2027. Segmentation by deployment, component and Geography. CAGR accelerating at ... PR ...",0.299329,Somewhat-Bullish,ORCL,0.036812,0.073628,Neutral
Check Out What Whales Are Doing With ORCL - Oracle  ( NYSE:ORCL ) ,20230628T170351,"A whale with a lot of money to spend has taken a noticeably bearish stance on Oracle. Looking at options history for Oracle ORCL we detected 19 strange trades. If we consider the specifics of each trade, it is accurate to state that 42% of the investors opened trades with bullish expectations ...",0.141176,Neutral,ORCL,0.841002,0.032487,Neutral
Here's How Much You Would Have Made Owning Oracle Stock In The Last 20 Years - Oracle  ( NYSE:ORCL ) ,20230628T180048,"Oracle ORCL has outperformed the market over the past 20 years by 4.23% on an annualized basis producing an average annual return of 11.82%. Currently, Oracle has a market capitalization of $318.87 billion.",0.160819,Somewhat-Bullish,ORCL,0.983605,0.387251,Bullish
DXC Technology Expands Enterprise Application Market Leadership Through Strategic Cloud Managed Service Provider Partnership with Oracle,20230630T123000,DXC Technology Expands Enterprise Application Market Leadership Through Strategic Cloud Managed Service ... PR ...,0.132024,Neutral,ORCL,0.060236,-0.160021,Somewhat-Bearish
Automatic Pill Dispensing Systems Market will accelerate at a CAGR of 8.36% from 2021 to 2026|Growing aging population to boost market growth - Technavio,20230705T004500,Automatic Pill Dispensing Systems Market will accelerate at a CAGR of 8.36% from 2021 to 2026|Growing aging ... PR ...,0.162763,Somewhat-Bullish,ORCL,0.030563,0.114518,Neutral
Oracle Unusual Options Activity For July 07 - Oracle  ( NYSE:ORCL ) ,20230707T153357,"Someone with a lot of money to spend has taken a bullish stance on Oracle ORCL. We noticed this today when the big position showed up on publicly available options history that we track here at Benzinga. Whether this is an institution or just a wealthy individual, we don't know.",0.165758,Somewhat-Bullish,ORCL,0.851762,0.219276,Somewhat-Bullish
Is It Time to Buy the Nasdaq's 3 Worst-Performing June Stocks?,20230710T100000,"The Nasdaq was a winner again last month, but not every tech stock rose.",-0.026918,Neutral,ORCL,0.058047,-0.016018,Neutral
Udemy Appoints Sohaib Abbasi as Independent Chair of its Board of Directors,20230713T132500,Appointment adds extensive enterprise software experience from a seasoned board chairman and former CEO Appointment adds extensive enterprise software experience from a seasoned board chairman and former CEO ...,0.325975,Somewhat-Bullish,ORCL,0.068306,0.02812,Neutral
Udemy Appoints Sohaib Abbasi as Independent Chair of its Board of Directors - Udemy  ( NASDAQ:UDMY ) ,20230713T132515,"SAN FRANCISCO, July 13, 2023 ( GLOBE NEWSWIRE ) -- Udemy UDMY, a company dedicated to improving lives through learning, announced that it has appointed Sohaib Abbasi as Independent Chair of its Board of Directors, effective immediately. Abbasi succeeds Jeff Lieberman, who has served as Interim ...",0.310878,Somewhat-Bullish,ORCL,0.063763,0.028036,Neutral
Largest Children's Hospital in the United States Standardizes on Oracle Fusion Cloud Applications,20230713T132700,"Texas Children's Hospital consolidates seven business systems on Oracle to increase efficiency, reduce costs, and improve the employee experience",0.327851,Somewhat-Bullish,ORCL,0.856132,0.439157,Bullish
Oracle Unusual Options Activity For July 14 - Oracle  ( NYSE:ORCL ) ,20230714T160354,"Someone with a lot of money to spend has taken a bearish stance on Oracle ORCL. We noticed this today when the big position showed up on publicly available options history that we track here at Benzinga. Whether this is an institution or just a wealthy individual, we don't know.",0.155555,Somewhat-Bullish,ORCL,0.716023,0.166114,Somewhat-Bullish
Oracle  ( NYSE:ORCL )  Upgraded to Buy by StockNews.com,20230715T093247,StockNews.com upgraded shares of Oracle ( NYSE:ORCL - Free Report ) from a hold rating to a buy rating in a report issued on Friday. Other analysts have also issued reports about the company. BMO Capital Markets lifted their price objective on Oracle from $96.00 to $132.00 in a research report ...,0.217602,Somewhat-Bullish,ORCL,0.887848,0.386106,Bullish
$100 Invested In This Stock 10 Years Ago Would Be Worth $400 Today - Oracle  ( NYSE:ORCL ) ,20230717T153026,"Oracle ORCL has outperformed the market over the past 10 years by 3.77% on an annualized basis producing an average annual return of 14.05%. Currently, Oracle has a market capitalization of $324.11 billion.",0.160819,Somewhat-Bullish,ORCL,0.983605,0.387251,Bullish
Tesla directors will return $735 million to company to settle shareholder suit | Business,20230718T111200,Tesla directors will return $735 million to company to settle shareholder suit CNN International ...,0.002478,Neutral,ORCL,0.206685,0.258847,Somewhat-Bullish
Tesla directors will return $735 million to company to settle shareholder suit | Business,20230718T111200,Tesla directors will return $735 million to company to settle shareholder suit ...,0.002478,Neutral,ORCL,0.206685,0.258847,Somewhat-Bullish
Oracle Unusual Options Activity - Oracle  ( NYSE:ORCL ) ,20230718T171542,"Someone with a lot of money to spend has taken a bearish stance on Oracle ORCL. We noticed this today when the big position showed up on publicly available options history that we track here at Benzinga. Whether this is an institution or just a wealthy individual, we don't know.",0.120208,Neutral,ORCL,0.791081,0.285907,Somewhat-Bullish
Is Trending Stock Oracle Corporation  ( ORCL )  a Buy Now?,20230719T130011,"Oracle (ORCL) has received quite a bit of attention from Zacks.com users lately. Therefore, it is wise to be aware of the facts that can impact the stock's prospects.",0.221882,Somewhat-Bullish,ORCL,0.524949,0.156676,Somewhat-Bullish
Oracle  ( ORCL )  Stock Sinks As Market Gains: What You Should Know,20230719T214522,"Oracle (ORCL) closed at $118.69 in the latest trading session, marking a -1.72% move from the prior day.",0.17478,Somewhat-Bullish,ORCL,0.554916,0.240305,Somewhat-Bullish
Looking Into Oracle's Recent Short Interest - Oracle  ( NYSE:ORCL ) ,20230720T191527,"Oracle's ORCL short percent of float has fallen 3.67% since its last report. The company recently reported that it has 16.36 million shares sold short, which is 1.05% of all regular shares that are available for trading. Based on its trading volume, it would take traders 1.23 days to cover their ...",0.241618,Somewhat-Bullish,ORCL,0.224903,0.085754,Neutral
StockNews.com Downgrades Oracle  ( NYSE:ORCL )  to Hold,20230722T081642,"Oracle ( NYSE:ORCL - Get Free Report ) was downgraded by equities research analysts at StockNews.com from a ""buy"" rating to a ""hold"" rating in a research report issued on Saturday. ORCL has been the subject of a number of other research reports.",0.266029,Somewhat-Bullish,ORCL,0.919882,0.450401,Bullish
Is WisdomTree U.S. Multifactor ETF  ( USMF )  a Strong ETF Right Now?,20230724T102006,Smart Beta ETF report for ...,0.199316,Somewhat-Bullish,ORCL,0.112797,0.066132,Neutral
Oracle Unusual Options Activity - Oracle  ( NYSE:ORCL ) ,20230726T204738,"Someone with a lot of money to spend has taken a bullish stance on Oracle ORCL. We noticed this today when the big position showed up on publicly available options history that we track here at Benzinga. Whether this is an institution or just a wealthy individual, we don't know.",0.205614,Somewhat-Bullish,ORCL,0.711131,0.347597,Somewhat-Bullish
"EGAN: Buy, Hold, or Sell: How Should Investors Approach These 3 Software Stocks This Week?",20230728T145222,"The tech sector has garnered significant investors' interest this year despite the macroeconomic uncertainties, as evidenced by the NASDAQ Composite's impressive year-to-date return of 34.2%.",0.220802,Somewhat-Bullish,ORCL,0.202124,0.087202,Neutral
 ( ORCL )  - Analyzing Oracle's Short Interest - Oracle  ( NYSE:ORCL ) ,20230808T161521,"Oracle's ORCL short percent of float has fallen 15.24% since its last report. The company recently reported that it has 13.94 million shares sold short, which is 0.89% of all regular shares that are available for trading. Based on its trading volume, it would take traders 1.82 days to cover their ...",0.241618,Somewhat-Bullish,ORCL,0.224903,0.085754,Neutral
Check Out What Whales Are Doing With ORCL - Oracle  ( NYSE:ORCL ) ,20230809T203109,"A whale with a lot of money to spend has taken a noticeably bearish stance on Oracle. Looking at options history for Oracle ORCL we detected 26 strange trades. If we consider the specifics of each trade, it is accurate to state that 30% of the investors opened trades with bullish expectations ...",0.123617,Neutral,ORCL,0.70749,0.057223,Neutral
Oracle  ( ORCL )  Dips More Than Broader Markets: What You Should Know,20230809T214521,"Oracle (ORCL) closed at $113.10 in the latest trading session, marking a -1.85% move from the prior day.",0.177784,Somewhat-Bullish,ORCL,0.556576,0.191309,Somewhat-Bullish
World's Fifth Richest Person Backing This Republican Candidate In 2024 Election Campaign To Defeat Donald Trump - Oracle  ( NYSE:ORCL ) ,20230810T222923,The founder of one of the largest software companies in the world is working to make sure Donald Trump is not elected as the GOP nomination for the 2024 presidential election. What Happened: The list of candidates running for president as Republican for the 2024 election is in the double digits.,0.105738,Neutral,ORCL,0.190167,0.041743,Neutral
Should You Invest in the First Trust Cloud Computing ETF  ( SKYY ) ?,20230811T102009,Sector ETF report for ...,0.129372,Neutral,ORCL,0.130217,0.063265,Neutral
Check Out What Whales Are Doing With ORCL - Oracle  ( NYSE:ORCL ) ,20230814T160110,"Someone with a lot of money to spend has taken a bullish stance on Oracle ORCL. We noticed this today when the big position showed up on publicly available options history that we track here at Benzinga. Whether this is an institution or just a wealthy individual, we don't know.",0.176218,Somewhat-Bullish,ORCL,0.699089,0.345138,Somewhat-Bullish
Oracle Achieves Top Secret Cloud Authorization,20230815T120000,"Oracle expands support for the U.S. Intelligence Community and Department of Defense AUSTIN, Texas, Aug. 15, 2023 /PRNewswire/ -- Oracle today announced the U.S. Intelligence Community has authorized Oracle Cloud Infrastructure ( OCI ) to host Top Secret/Sensitive Compartmented Information ( ...",0.392317,Bullish,ORCL,0.902368,0.602573,Bullish
Enhancing Customer Experiences: The Growing Importance of Customer Service Software - By The Business Research Company,20230815T154000,Enhancing Customer Experiences: The Growing Importance of Customer Service Software - By The Business ... PR ...,0.400297,Bullish,ORCL,0.044718,0.180843,Somewhat-Bullish
Oracle  ( ORCL )  Gains As Market Dips: What You Should Know,20230815T214513,"Oracle (ORCL) closed the most recent trading day at $117.29, moving +1.49% from the previous trading session.",0.12525,Neutral,ORCL,0.677342,0.238844,Somewhat-Bullish
5 Bullish Trades You Can Make in the Next Month,20230817T230240,"It's amazing what can happen in just a few weeks. For the two months ending in July, the market climbed 12% - one of its best starts to summer on record. During that time, the news was largely focused on how cyclicals, financials, and tech stocks were all leading the market to new year-to-date ...",0.205157,Somewhat-Bullish,ORCL,0.331765,0.206804,Somewhat-Bullish
Here is What to Know Beyond Why Oracle Corporation  ( ORCL )  is a Trending Stock,20230818T130010,"Oracle (ORCL) has been one of the stocks most watched by Zacks.com users lately. So, it is worth exploring what lies ahead for the stock.",0.228772,Somewhat-Bullish,ORCL,0.521151,0.15322,Somewhat-Bullish
Looking At Oracle's Recent Unusual Options Activity - Oracle  ( NYSE:ORCL ) ,20230818T170106,"A whale with a lot of money to spend has taken a noticeably bearish stance on Oracle. Looking at options history for Oracle ORCL we detected 15 strange trades. If we consider the specifics of each trade, it is accurate to state that 46% of the investors opened trades with bullish expectations ...",0.083157,Neutral,ORCL,0.79415,0.228118,Somewhat-Bullish
Oracle Unusual Options Activity - Oracle  ( NYSE:ORCL ) ,20230821T161545,"A whale with a lot of money to spend has taken a noticeably bullish stance on Oracle. Looking at options history for Oracle ORCL we detected 12 strange trades. If we consider the specifics of each trade, it is accurate to state that 66% of the investors opened trades with bullish expectations ...",0.183738,Somewhat-Bullish,ORCL,0.701875,0.303711,Somewhat-Bullish
Oracle  ( ORCL )  Stock Moves -0.04%: What You Should Know,20230822T214515,"Oracle (ORCL) closed at $116.54 in the latest trading session, marking a -0.04% move from the prior day.",0.175957,Somewhat-Bullish,ORCL,0.631282,0.308694,Somewhat-Bullish
How Is The Market Feeling About Oracle? - Oracle  ( NYSE:ORCL ) ,20230825T143018,"Oracle's ORCL short percent of float has fallen 12.5% since its last report. The company recently reported that it has 13.16 million shares sold short, which is 0.84% of all regular shares that are available for trading. Based on its trading volume, it would take traders 2.09 days to cover their ...",0.241618,Somewhat-Bullish,ORCL,0.224903,0.085754,Neutral
Open Source Services Market is Anticipated to Reach USD 99.1 Billion at a CAGR of 16.80% CAGR by 2032 - Report by Market Research Future  ( MRFR ) ,20230828T120936,"New York, USA, Aug. 28, 2023 ( GLOBE NEWSWIRE ) -- Open Source Services Market AnalysisMarket Research Future ( MRFR ) 's report highlights ""Open Source Services Market Information By Services, By Enterprise Size and By Region - Forecast till 2032"".",0.218068,Somewhat-Bullish,ORCL,0.033609,0.152613,Somewhat-Bullish
Oracle  ( ORCL )  Outpaces Stock Market Gains: What You Should Know,20230828T214512,"Oracle (ORCL) closed at $116.84 in the latest trading session, marking a +0.67% move from the prior day.",0.233317,Somewhat-Bullish,ORCL,0.617188,0.375819,Bullish
Why Oracle Stock Trounced the Market Today,20230829T211946,"The veteran tech company's stock is now a buy, according to one pundit tracking its fortunes.",0.324043,Somewhat-Bullish,ORCL,0.722944,0.586185,Bullish
Intel's Efficient 144-Core Monster Is Coming Next Year,20230830T113000,Intel's efficiency-first Xeon family is on track for a 2024 launch.,0.111103,Neutral,ORCL,0.051886,0.093536,Neutral
Oracle Unusual Options Activity - Oracle  ( NYSE:ORCL ) ,20230830T164653,"Someone with a lot of money to spend has taken a bearish stance on Oracle ORCL. We noticed this today when the big position showed up on publicly available options history that we track here at Benzinga. Whether this is an institution or just a wealthy individual, we don't know.",0.180971,Somewhat-Bullish,ORCL,0.701476,0.164621,Somewhat-Bullish
"If You Invested $1000 in Workday a Decade Ago, This is How Much It'd Be Worth Now",20230831T123005,"Why investing for the long run, especially if you buy certain popular stocks, could reap huge rewards.",0.312283,Somewhat-Bullish,ORCL,0.056808,0.192064,Somewhat-Bullish
Investors Heavily Search Oracle Corporation  ( ORCL ) : Here is What You Need to Know,20230831T130010,"Oracle (ORCL) has received quite a bit of attention from Zacks.com users lately. Therefore, it is wise to be aware of the facts that can impact the stock's prospects.",0.237429,Somewhat-Bullish,ORCL,0.525907,0.134683,Neutral
Club name Disney's dispute with Charter is bad news for both companies,20230905T145740,The Investing Club holds its Morning Meeting every weekday at 10:20 a.m. ET.,0.070195,Neutral,ORCL,0.422897,0.08402,Neutral
This Is What Whales Are Betting On Oracle - Oracle  ( NYSE:ORCL ) ,20230905T203050,"A whale with a lot of money to spend has taken a noticeably bearish stance on Oracle. Looking at options history for Oracle ORCL we detected 39 strange trades. If we consider the specifics of each trade, it is accurate to state that 33% of the investors opened trades with bullish expectations ...",0.172787,Somewhat-Bullish,ORCL,0.693563,0.056714,Neutral
Oracle  ( ORCL )  Gains As Market Dips: What You Should Know,20230906T214521,"Oracle (ORCL) closed the most recent trading day at $124.33, moving +0.28% from the previous trading session.",0.197481,Somewhat-Bullish,ORCL,0.717746,0.248238,Somewhat-Bullish
